,종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
83,아이쓰리시스템,2022.03.11,2.9,2.0,“무난하면서도 안좋은....”,"대전이라 집 구하기 편함
윗동네 다니면서 집 알아보고 출퇴근할때 스트레스 받을듯..","아침청소를 당당하게 시키고, 30분 일 더 하는걸 당연시하는 회사, 이상한 복지는 듣보잡 기업 수준과 비교해서 이정도 해준다고 말하는 말같지도 않은 경지부 특정인물들",
84,아이쓰리시스템,2022.02.14,2.9,3.0,“밥챙겨주는회사 아침 저녁까지..”,젊은또래들이많아서 신입들이 적응하기편하고 일이 어렵지않음,사장님마인드ㅠ 너무 막혀있는듯 사소한거하나하나 신경씀 ..,
85,아이쓰리시스템,2022.02.11,2.9,3.0,“워라벨”,"완전 부바부 그래도 대체로 워라벨 좋음
중소 치고는 월급도 나쁘지 않음",직무적으로 너무 정체됨 일정 수준까지는 성장을 하지만 그 이상 하려면 한계가 명확해보임,
86,아이쓰리시스템,2022.01.27,2.9,3.0,“야근=성과 ㅋㅋㅋㅋㅋㅋ”,"야근에 별다른 터치 없음.
차장 이하 직원들끼리 화목함",평가를 야근시간으로해서 그냥 회사에서 노는사람 진급 잘함.,
87,아이쓰리시스템,2022.01.12,2.9,3.0,“열심히하는 사람만 바보되는 회사”,"짤리지는 않는다
마음먹으면 편하게 다닐 수 있다
기술적인 부분은 좋지만 동종업계가 거의 없다고 생각해도 될 것 같다
어느정도 직원들의 의견 수용하려는 모습이 보인다","부바부 심하다
일하는 사람만 일한다
열심히해서 성과인정 받으면 일이 늘어난다
능력없고 시간떼우는 상사들 많다
근무시간으로 인사고과 반영한다는 얘기가 있다",
88,아이쓰리시스템,2021.12.08,2.9,4.0,“회사는 좋으나 부바부가 심하다”,"신입들에게도 올해치 다닐껄로 예상하여 휴가 미리준다
자부심이 있다","퇴근시간이 정해져있지 않다. 야근을 밥먹듯 한다, 젊은꼰대가많다",
89,아이쓰리시스템,2021.12.07,2.9,4.0,“나쁘지않은 회사”,사내 분위기가 좋고 밥이 나쁘지않음. 회식 강요 없음.,주말 출근을 해야하는 분위기. 근무환경이 좋은듯 좋지않음,
90,아이쓰리시스템,2021.11.11,2.9,3.0,“워라밸이 보장되는 회사”,"워라밸, 대전에서 흔치 않은 연봉과 복지, 사람들이 좋음","부서 바이 부서 심함, 연봉 상승률 낮음, 커리어 쌓기 힘듦",
91,아이쓰리시스템,2021.09.17,2.9,3.0,“나름 괜찮은 방산업체”,"방산쪽으로 나름 괜찮은 기술 보유중. 업무강도는 프로젝트 상황에 다르지만 대체로 무난한편, 본인 생각으로 연봉제 직원들은 퇴사율도 적은편. 계속 새로운 먹거리를 찾으려는 듯함.",방산업체 특성상 마진이 높진 않은지 연봉 인상률이 낮음 그리고 없는듯한 인센이 아쉽다.,
92,아이쓰리시스템,2021.08.12,2.9,4.0,“괜찮은 회사”,밥이 무료이고 맛있음 야근과 주말출근을 강요하지 않아서 좋음 사람들이 다 좋은사람들임 (부서바이부서겠지만),경영지원부는 아침에 청소하는데 날씨가 더워서 힘듬 그거외에는 딱히없음,
93,아이쓰리시스템,2021.08.08,2.9,3.0,“욕심없이 그냥저냥 다니기 좋음”,"성과에 따른 보상이 주어지지 않기 때문에
사람들과 경쟁없이 편하게 다님",성과에 따른 보상이 없어 서로 일을 미루려고 하며 의욕이 없음,
94,아이쓰리시스템,2021.07.16,2.9,1.0,“야근 주말출근이 곧 성실도인 회사”,식사는 무료로 지원되는 점은 좋네요. 그외에는 딱히 그냥저냥 돈벌이 하는곳,야근을 안하면 눈치주는 주말출근을 당연시하는 상사. 즉 꼰대가 많음,
95,아이쓰리시스템,2021.07.14,2.9,3.0,“독보적인 기술”,국내 독보적인 기술. 식사지원. 대전에서 적당한 연봉.,잦은 야근. 주말 출근.동일 업계 낮은연봉. 생산직과 연구직 차이,
96,아이쓰리시스템,2021.06.19,2.9,3.0,“딱 중소기업!”,대전에 속한 중소기업 중에서는 나쁘지 않은 연봉이라고 생각됨,시급 혹은 계약 연봉을 제외한 별도의 성과금은 기대하기 어려움,
97,아이쓰리시스템,2021.06.04,2.9,3.0,“하는만큼 발전하는 회사”,장점이자 단점이 될수 있는데 자기주도적인 연구 할수 있음,자기주도적인 생활의 양면일수 있는 부분으로 자칫 느슨해질수 있음,
98,아이쓰리시스템,2021.03.16,2.9,4.0,“기술력이 뛰어난 회사. 워라밸이 지켜지며 분위기가 괜찮다.”,방산 수요처가 있어 망할일은 없다. 4차 산업혁명 진전에 힘입어 앞으로가 기대됨,복지가 너무 소소하다. 안정적인만큼 보수적이고 크게 성장한적도 없음,
99,아이쓰리시스템,2021.01.06,2.9,2.0,“생산직은 그냥 아르바이트”,책임감 없이 다녀도 좋다. 작업장이 깔끔하다. 당일 연차를 막써도된다.,월급이 안오른다. 성과도 생산직은 안준다. 주더라도 관리직보다 적게준다. 생산직에서 다른 직군으로 보직변경불가,생산직은 아무것도 할 수 없고 병역특례위주라 바꿀수도 없고 병특을 제외한 생산직은 무능력자들 or 이직준비자들(돈벌면서 공부하는)이라
100,팬젠,2022.04.03,3.0,2.0,"“수원, 점식식사”","점심식대 지원해준다는 것, 위치가 수원이라는 점이 장점이다.","위치상 교통이 불편하고, 비효율적인 결재시스템이 단점이다.",
101,팬젠,2022.08.26,3.0,4.0,“워라벨이 보장되는 회사”,"직원들이 다같이 으쌰으쌰함.
성장하고 있어 성과금, 명절 상여금 등 챙겨주려는게 보임","연봉이 너무 작아요..
동종업계에 비에 정말 작아요.. 알바라고 생각하고 다님이 편할듯..",
102,팬젠,2022.06.12,3.0,1.0,“직원들을 소모품으로 아는 회사”,밥이 맛있고 수원에 위치해있다. 점점 연구소가 커지긴 한다.,부서마다 분위기 및 업무 차이가 존재하는데 연구소가 최악이다. 특히 윗분들 마인드가 별로 좋지 않다. 직원들을 같은 사람으로 대하지 않고 부품으로 대하는 것 같다. 그와중에 밑 직원들끼리 으쌰으쌰 하는 분위기도 아니고 서로 견제한다. 또한 업무 강도가 높고 야근수당도 없다. 다른 부서는 야근에 따른 대체휴일 제도를 적극 활용한다지만 연구소는 눈치보느라 쓰지 못한다. 직원들에 대한 투자 및 비품 관리도 굉장히 인색하다. 무엇보다도 연봉이 동종 업계 대비 굉장히 낮다.,
103,팬젠,2022.03.03,3.0,4.0,“배울게많은곳”,배울점이 많은곳입니다. 복지에 신경쓰려는 모습이 보입니다.,"부서마다 일의 강도가 다릅니다.
연봉이 너무 적습니다. 워라밸을 중요시하시면 좋습니다.",
104,팬젠,2022.02.04,3.0,3.0,“발전할줄 알았던 회사”,"작은 회사 치고는 문서화가 잘 되어있음
일 많아서 처음 배우기에는 나쁘지 않음","중간직급의 부재에 따라 보고시 대기시간 다소 김
실시간으로 생기는 일이 다소 있음",
105,팬젠,2021.10.09,3.0,4.0,“괜찮음 첫직장으로써”,"체계가 나름 잘 잡혀있음
경영진분들도 좋음
직원분들도 다 좋음 성격보고 뽑는거같음","급여가 적음 많이 적음
중소기업이라 위에서 하는대로 결정되는게 많음 당연한거긴함",
106,팬젠,2021.09.06,3.0,3.0,“칼퇴 가능”,구내식당 있습니다 칼퇴 가능합니다 사무직은 자율복장 공장은 유니폼입음,급여가 낮고 계속 다닐 만한 회사인지는 잘 모르겠습니다..,
107,팬젠,2021.05.28,3.0,3.0,“일 배우기는 좋은듯”,"여러가지 업무를 배울수 있음
자유로운 분위기
구내 식당 지원해줌","여러가지 업무를 하는만큼 일이 많음
점점 일은 바빠지는데 잠깐 쉬어가는 타이밍이 생기는 그때만 생각해서 충원을 안하는 것 같은 느낌",
108,팬젠,2021.02.03,3.0,3.0,“하고싶은거 하면서 다니세요”,부바부지만 칼퇴하는 부서는 항상 칼퇴함. 밥 괜춘. 세끼 다 주긴하는데 옛날엔 야근안하고 저녁먹고가면 눈치줬음,향후 10년은 기대되는 회사지만 지금 다니긴 너무 힘든회사,
109,하이즈항공,2022.09.02,2.1,1.0,“주64시간 근무하는 회사”,"아침 점심 저녁 제공
기숙사(월5만원)
마음껏 일을 할 수 있다. 7시40분 출근해서 기본20시반까지 일만 할 수 있다 .","생산직 사람들은 줄줄이 퇴사 (특히 주임급 대리급 퇴사율 높음, 굳이 오고싶다면 와서 직접 체험해보셈)

관리직은 포괄임금제라서 52시간 넘어가는거에 대해서 돈이 안나옴 (근데 관리직이 말만 관리직이지 그냥 현장에 사람부복하면 가서 현장일 지원하고 이럼. 사무실에서 근무한다고 생각하면 안됨) 이어서 말하자면, 7시40분출근해서 평균적으로 8시~9시에 퇴근하는데 이게 당연시되고있슴 워커홀릭들은 좋아할듯 !!
이제 막 취업일자리 구하고있는 20대 초반이신 분들, 아무리 취업을 하고싶다 하더라도 하이즈는 안됩니다.
그럼에도 불구하고 취업하고싶다 하년 직접와서 사회의 쓴맛 한번 느껴보세요",
110,하이즈항공,2022.09.08,2.1,3.0,“사회초년생이 경력쌓기 좋은 회사”,"상장사라는 메리트, 급여일 미루는일 없음, 3시세끼 제공
사회초년생이 일배우기는 적합한 회사","낮은 급여, 각 부서별 기싸움, 이기적인 마인드 등이 문제가 될때가 많음",
111,하이즈항공,2022.07.12,2.1,1.0,“그냥 인터넷에 종종올라오는 그런 중소기업”,밥이 맛은 없으나 무료로 3식 제공이라 돈모을 사람은 도움이된다.,"모을 수 있을 만큼의 돈을 주지않는다.
복지라고는 하나도 찾을 수 없다.
여름휴가도 개인 연차 소진이다.
추석 설 상여금 따위는 전혀 없다.
원래 10만원 주던것도 코로나 핑계로 없어졌다.
출근 20분 전에 도착해서 아침체조해야된다.
간접직 초과근무 수당 없다 포괄임금제로 연봉에서 단 1원도 더 주지 않는다.",
112,하이즈항공,2022.07.10,2.1,3.0,“하향하고있는 중소기업”,"중소기업 치고는 규모가 큰편인 항공회사로, 업무체계를 배워볼 수있다 신입사원한테는 메리트있음","코로나 여파로 계속된 매출하락으로 하향세,
급여가 적고 인상률도 저조함",
113,하이즈항공,2022.07.08,2.1,2.0,“추가 근무를 당연하게 생각하는 회사”,"직장 동료들 매우 좋음
직장 내 괴롭힘, 텃세 없음
3끼 무료(?)","임원진 마인드 구식
군대식 문화
희생을 당연시 함
복지 없음",
114,하이즈항공,2022.07.07,2.1,1.0,“그냥 시골 중소기업”,"월급 빼먹진 않음
큰 고객사 납품 사업 하면 많이 배움","해외영업쪽 업무량 헬이고 팀장 가스라이팅 심함
꼰대문화 심각함
연봉 엄청 짬","중소기업의 바닥을 경험해서 이직 결정.
덕분에 인생을 돌아볼 수 있었고 도망나와서 잘풀림..
퇴사는 정말 신의 한수였음.."
115,하이즈항공,2022.06.30,2.1,2.0,“앞만 보고가는 회사”,"3식 다 챙겨주는 회사
그래서 잔업이 많은 회사
직원들과 소통을 강조하는 회사
그러나 임원들은 서로 소통이 안 되는 회사","부서별 업무 부하가 너무 심하다.
이직율이 많아서 남은 사람들은 항상 일이 많다.
부산, 진주, 사천 나누어져서 이동하는데 많은 시간을 쓰고 관리하는데 어려움이 많다.",
116,하이즈항공,2022.04.22,2.1,1.0,“허울뿐이 항공 중소업체”,"1. 월급날 잘지킴
2. 법은 잘지킴
3. 부장 이상되면 회사다니기 편함","1. 몇년째 월급 인상없음. 진급해야 월급이 오르는데, 월급 안올려주려고 직급 체계 쪼개고 쪼개놓고 진급도 잘안시켜서 5년 사원으로 근무 가능.
진급 시즌 쯤 퇴사한다 난리치면
진급 가능.
아무말없이 묵묵하게 자기일 열심히 하는사람은 갈데없어서 붙어있는다 보고 노예취급.

2. 위에 1번 이유들 땜에 3~5년차 직원들의 퇴사가 잦음.
한마디로 일배울거 다배우고 써먹을만하면 퇴사.
항공업이라하면 세련되고 첨단산업 같지만 실상은 사람이 손으로 만드는 수작업이 대부분이라 업무 숙련도가 매우 중요함.
하지만 인사팀은 그저 행정적인 업무만 수행하기 때문에 인력관리 안됨.
임원들은 사람의 중요성을 인지하지 못하고 사업 확장 또는 이익에만 혈안.

3. 2번의 이유때문에 기술력이 떨어짐.
불량이 많이 발생하고 보잉 직계약도 있지만 대부분 재하청 받아오는 품목이 대부분이라 불량나서 물어주는 돈때문에 회사차원에서 손해가 크다.

4. 항공 업체중에서 어중간한 포지션
모 회사는 특수공정에 특화되어 있고, 모 회사는 가공 하이즈항공은 잘하는것, 딱히 특색없이 어중간하다. 한마디로 특화된 기술력이 없으니 주력 사업은 없고 이것저것 다른회사들 안하는 사업, 제품들 수주해와서 손해보면서 계속 만든다. 그러면서 이익이 안나니까 월급 올리지 않고, 진급도 시키지 않는다.
이렇게 위에 1,2,3,4번 내용 반복.

-결론
발전가능성 낮음, 회장 위주의 의사결정 및 경영.
경직 된 조직문화, 체계없는 인사 평가 때문에 오래다녀도 큰 메리트가 없다.
직원들이 일하면서 자부심을 가지기 힘든회사가 되었다.

임원들은 과거의 영광, 지금까지 이룩한 것에 도취되어 현실을 직시하지 못하고 지금까지 해온것 처럼 하면 될것이라 생각하는것 같은데 큰 오산이다.


시대가 변했고, 후발주자들도 많아졌다.
생각을 바꾸지 않으면 도태되고, 도태된다면 과거의 영광도 하이즈항공도 잊혀지게 될 것이다.",
117,하이즈항공,2022.04.20,2.1,5.0,“아직 갈 길이 많이 남았다”,다양한 업무를 단기에 많이 경험해 볼 수 있음. 같이 일하는 직원들이 비슷한 연령대라 적응하는 기간이 오래 걸리지 않음,다양한 일을 혼자서 하다가 방전됨. 일당백이 당연시 되는 조직 문화가 일반적인 업무 분위기임,
